Source_Code,Source_Material
BEL_235_8170_133,Poor Grade Fresh
BEL_235_8170_134,Low Grade Fresh
BEL_235_8170_135,High Grade Fresh
BEL_235_8170_136,Low Grade Fresh
BEL_235_8170_137,Low Grade Fresh
BEL_235_8170_239,High Grade Fresh
BEL_235_8170_240,Poor Grade Fresh
BEL_235_8170_241,Low Grade Fresh
BEL_235_8170_243,Low Grade Fresh
BEL_235_8170_244,Poor Grade Fresh
BEL_235_8170_245,High Grade Fresh
BEL_235_8170_247,Poor Grade Fresh
BEL_235_8170_248,Low Grade Fresh
BEL_235_8170_249,Poor Grade Fresh
BEL_235_8170_W01,Waste Fresh
BEL_235_8171_138,Low Grade Fresh
BEL_235_8171_139,High Grade Fresh
BEL_235_8171_140,Poor Grade Fresh
BEL_235_8171_141,Low Grade Fresh
BEL_235_8171_142,High Grade Fresh
BEL_235_8171_143,Low Grade Fresh
BEL_235_8171_251,High Grade Fresh
BEL_235_8171_252,Low Grade Fresh
BEL_235_8171_253,High Grade Fresh
BEL_235_8171_254,Poor Grade Fresh
BEL_235_8171_255,High Grade Fresh
BEL_235_8171_256,Low Grade Fresh
BEL_235_8171_275,High Grade Fresh
BEL_235_8171_276,Low Grade Fresh
BEL_235_8171_W01,Waste Fresh
BEL_235_8172_250,Low Grade Fresh
BEL_235_8172_W01,Waste Fresh
BEL_235_8173_127,Low Grade Fresh
BEL_235_8173_128,Poor Grade Fresh
BEL_235_8173_230,High Grade Fresh
BEL_235_8173_231,Poor Grade Fresh
BEL_235_8173_232,Low Grade Fresh
BEL_235_8173_233,Poor Grade Fresh
BEL_235_8173_W01,Waste Fresh
BEL_235_8174_233,Poor Grade Fresh
BEL_235_8174_W01,Waste Fresh
BEL_235_8175_146,Low Grade Fresh
BEL_235_8175_147,High Grade Fresh
BEL_235_8175_258,High Grade Fresh
BEL_235_8175_259,High Grade Fresh
BEL_235_8175_260,Poor Grade Fresh
BEL_235_8175_261,Poor Grade Fresh
BEL_235_8175_W01,Waste Fresh
BEL_235_8176_144,High Grade Fresh
BEL_235_8176_257,High Grade Fresh
BEL_235_8176_W01,Waste Fresh
BEL_235_9999_997,Low Grade Fresh
BEL_235_9999_998,High Grade Fresh
BEL_235_9999_999,Poor Grade Fresh
BEL_240_8108_107,Poor Grade Fresh
BEL_240_8108_108,Low Grade Fresh
BEL_240_8108_109,Poor Grade Fresh
BEL_240_8108_201,Poor Grade Fresh
BEL_240_8108_202,Low Grade Fresh
BEL_240_8108_203,Poor Grade Fresh
BEL_240_8108_204,Low Grade Fresh
BEL_240_8108_W01,Waste Fresh
BEL_240_8109_W01,Waste Fresh
BEL_240_8123_165,High Grade Fresh
BEL_240_8123_166,Low Grade Fresh
BEL_240_8123_167,High Grade Fresh
BEL_240_8123_168,Poor Grade Fresh
BEL_240_8123_237,Low Grade Fresh
BEL_240_8123_238,High Grade Fresh
BEL_240_8123_239,High Grade Fresh
BEL_240_8123_240,High Grade Fresh
BEL_240_8123_241,Low Grade Fresh
BEL_240_8123_242,Low Grade Fresh
BEL_240_8123_243,Low Grade Fresh
BEL_240_8123_W01,Waste Fresh
BEL_240_8136_113,Low Grade Fresh
BEL_240_8136_114,High Grade Fresh
BEL_240_8136_115,Low Grade Fresh
BEL_240_8136_116,Low Grade Fresh
BEL_240_8136_117,Poor Grade Fresh
BEL_240_8136_118,Low Grade Fresh
BEL_240_8136_119,Poor Grade Fresh
BEL_240_8136_196,High Grade Fresh
BEL_240_8136_197,Low Grade Fresh
BEL_240_8136_198,Low Grade Fresh
BEL_240_8136_199,High Grade Fresh
BEL_240_8136_1A1,Poor Grade Fresh
BEL_240_8136_1A2,Low Grade Fresh
BEL_240_8136_1A3,High Grade Fresh
BEL_240_8136_1A4,Low Grade Fresh
BEL_240_8136_1A5,Poor Grade Fresh
BEL_240_8136_1A6,Low Grade Fresh
BEL_240_8136_205,Low Grade Fresh
BEL_240_8136_206,High Grade Fresh
BEL_240_8136_207,Poor Grade Fresh
BEL_240_8136_208,Low Grade Fresh
BEL_240_8136_209,Poor Grade Fresh
BEL_240_8136_259,High Grade Fresh
BEL_240_8136_260,Low Grade Fresh
BEL_240_8136_261,Poor Grade Fresh
BEL_240_8136_262,Low Grade Fresh
BEL_240_8136_263,Poor Grade Fresh
BEL_240_8136_W01,Waste Fresh
BEL_240_8137_110,Poor Grade Fresh
BEL_240_8137_111,High Grade Fresh
BEL_240_8137_112,Poor Grade Fresh
BEL_240_8137_W01,Waste Fresh
BEL_240_8138_120,Poor Grade Fresh
BEL_240_8138_121,Poor Grade Fresh
BEL_240_8138_122,High Grade Fresh
BEL_240_8138_210,Poor Grade Fresh
BEL_240_8138_211,Poor Grade Fresh
BEL_240_8138_212,Low Grade Fresh
BEL_240_8138_213,High Grade Fresh
BEL_240_8138_W01,Waste Fresh
BEL_240_8139_128,Poor Grade Fresh
BEL_240_8139_129,High Grade Fresh
BEL_240_8139_130,Poor Grade Fresh
BEL_240_8139_131,Poor Grade Fresh
BEL_240_8139_132,Poor Grade Fresh
BEL_240_8139_133,Low Grade Fresh
BEL_240_8139_219,Poor Grade Fresh
BEL_240_8139_220,High Grade Fresh
BEL_240_8139_221,Low Grade Fresh
BEL_240_8139_W01,Waste Fresh
BEL_240_8140_143,High Grade Fresh
BEL_240_8140_144,Poor Grade Fresh
BEL_240_8140_145,High Grade Fresh
BEL_240_8140_146,Poor Grade Fresh
BEL_240_8140_147,Low Grade Fresh
BEL_240_8140_148,Low Grade Fresh
BEL_240_8140_149,High Grade Fresh
BEL_240_8140_225,High Grade Fresh
BEL_240_8140_226,Poor Grade Fresh
BEL_240_8140_227,High Grade Fresh
BEL_240_8140_228,Low Grade Fresh
BEL_240_8140_229,Low Grade Fresh
BEL_240_8140_230,Low Grade Fresh
BEL_240_8140_231,Poor Grade Fresh
BEL_240_8140_W01,Waste Fresh
BEL_240_8141_126,High Grade Fresh
BEL_240_8141_127,Poor Grade Fresh
BEL_240_8141_218,High Grade Fresh
BEL_240_8141_W01,Waste Fresh
BEL_240_8142_W01,Waste Fresh
BEL_240_8143_156,High Grade Fresh
BEL_240_8143_157,High Grade Fresh
BEL_240_8143_158,Poor Grade Fresh
BEL_240_8143_159,High Grade Fresh
BEL_240_8143_160,Poor Grade Fresh
BEL_240_8143_161,Low Grade Fresh
BEL_240_8143_162,Poor Grade Fresh
BEL_240_8143_163,Poor Grade Fresh
BEL_240_8143_164,High Grade Fresh
BEL_240_8143_234,High Grade Fresh
BEL_240_8143_235,Poor Grade Fresh
BEL_240_8143_236,Low Grade Fresh
BEL_240_8143_237,High Grade Fresh
BEL_240_8143_W01,Waste Fresh
BEL_240_8144_155,Low Grade Fresh
BEL_240_8144_W01,Waste Fresh
BEL_240_8145_W01,Waste Fresh
BEL_240_8146_101,Low Grade Fresh
BEL_240_8146_102,Low Grade Fresh
BEL_240_8146_103,Poor Grade Fresh
BEL_240_8146_104,Poor Grade Fresh
BEL_240_8146_105,Poor Grade Fresh
BEL_240_8146_106,Low Grade Fresh
BEL_240_8146_1A3,Low Grade Fresh
BEL_240_8146_1A4,Low Grade Fresh
BEL_240_8146_1A5,Poor Grade Fresh
BEL_240_8146_1A6,Poor Grade Fresh
BEL_240_8146_214,High Grade Fresh
BEL_240_8146_215,Poor Grade Fresh
BEL_240_8146_216,High Grade Fresh
BEL_240_8146_217,Low Grade Fresh
BEL_240_8146_W01,Waste Fresh
BEL_240_8147_123,High Grade Fresh
BEL_240_8147_124,Low Grade Fresh
BEL_240_8147_125,Poor Grade Fresh
BEL_240_8147_W01,Waste Fresh
BEL_240_8148_134,High Grade Fresh
BEL_240_8148_135,Poor Grade Fresh
BEL_240_8148_136,Poor Grade Fresh
BEL_240_8148_137,Poor Grade Fresh
BEL_240_8148_138,Poor Grade Fresh
BEL_240_8148_139,Low Grade Fresh
BEL_240_8148_140,High Grade Fresh
BEL_240_8148_222,High Grade Fresh
BEL_240_8148_223,Poor Grade Fresh
BEL_240_8148_W01,Waste Fresh
BEL_240_8149_150,Poor Grade Fresh
BEL_240_8149_151,High Grade Fresh
BEL_240_8149_152,Poor Grade Fresh
BEL_240_8149_153,Low Grade Fresh
BEL_240_8149_231,Poor Grade Fresh
BEL_240_8149_232,High Grade Fresh
BEL_240_8149_233,Poor Grade Fresh
BEL_240_8149_234,High Grade Fresh
BEL_240_8149_W01,Waste Fresh
BEL_240_8150_141,Low Grade Fresh
BEL_240_8150_142,High Grade Fresh
BEL_240_8150_224,High Grade Fresh
BEL_240_8150_W01,Waste Fresh
BEL_240_8151_154,Low Grade Fresh
BEL_240_8151_185,Poor Grade Fresh
BEL_240_8151_186,Low Grade Fresh
BEL_240_8151_187,High Grade Fresh
BEL_240_8151_W01,Waste Fresh
BEL_240_8152_W01,Waste Fresh
BEL_240_8153_169,Poor Grade Fresh
BEL_240_8153_170,Poor Grade Fresh
BEL_240_8153_243,Low Grade Fresh
BEL_240_8153_244,High Grade Fresh
BEL_240_8153_W01,Waste Fresh
BEL_240_8154_W01,Waste Fresh
BEL_240_8155_171,Poor Grade Fresh
BEL_240_8155_172,Poor Grade Fresh
BEL_240_8155_173,Poor Grade Fresh
BEL_240_8155_W01,Waste Fresh
BEL_240_8156_174,Low Grade Fresh
BEL_240_8156_175,Low Grade Fresh
BEL_240_8156_176,High Grade Fresh
BEL_240_8156_177,High Grade Fresh
BEL_240_8156_178,Low Grade Fresh
BEL_240_8156_244,High Grade Fresh
BEL_240_8156_245,Low Grade Fresh
BEL_240_8156_246,High Grade Fresh
BEL_240_8156_247,High Grade Fresh
BEL_240_8156_W01,Waste Fresh
BEL_240_8157_179,High Grade Fresh
BEL_240_8157_180,Poor Grade Fresh
BEL_240_8157_181,High Grade Fresh
BEL_240_8157_182,High Grade Fresh
BEL_240_8157_183,Low Grade Fresh
BEL_240_8157_184,Poor Grade Fresh
BEL_240_8157_247,High Grade Fresh
BEL_240_8157_248,Low Grade Fresh
BEL_240_8157_249,Poor Grade Fresh
BEL_240_8157_250,Low Grade Fresh
BEL_240_8157_W01,Waste Fresh
BEL_240_8158_192,Poor Grade Fresh
BEL_240_8158_193,High Grade Fresh
BEL_240_8158_251,Low Grade Fresh
BEL_240_8158_252,High Grade Fresh
BEL_240_8158_253,Low Grade Fresh
BEL_240_8158_254,Poor Grade Fresh
BEL_240_8158_W01,Waste Fresh
BEL_240_8159_W01,Waste Fresh
BEL_240_8160_188,High Grade Fresh
BEL_240_8160_189,Poor Grade Fresh
BEL_240_8160_190,High Grade Fresh
BEL_240_8160_191,Poor Grade Fresh
BEL_240_8160_254,Poor Grade Fresh
BEL_240_8160_255,High Grade Fresh
BEL_240_8160_256,High Grade Fresh
BEL_240_8160_W01,Waste Fresh
BEL_240_8161_185,Poor Grade Fresh
BEL_240_8161_186,Low Grade Fresh
BEL_240_8161_187,High Grade Fresh
BEL_240_8161_250,Low Grade Fresh
BEL_240_8161_251,Low Grade Fresh
BEL_240_8161_W01,Waste Fresh
BEL_240_8162_194,High Grade Fresh
BEL_240_8162_195,Low Grade Fresh
BEL_240_8162_256,High Grade Fresh
BEL_240_8162_257,Poor Grade Fresh
BEL_240_8162_258,Poor Grade Fresh
BEL_240_8162_W01,Waste Fresh
BEL_240_9999_997,Low Grade Fresh
BEL_240_9999_998,High Grade Fresh
BEL_240_9999_999,Poor Grade Fresh
BEL_245_8084_116,Low Grade Fresh
BEL_245_8084_117,Poor Grade Fresh
BEL_245_8084_118,Low Grade Fresh
BEL_245_8084_212,Poor Grade Fresh
BEL_245_8084_213,Poor Grade Fresh
BEL_245_8084_214,Poor Grade Fresh
BEL_245_8084_W01,Waste Fresh
BEL_245_8088_133,High Grade Fresh
BEL_245_8088_134,Poor Grade Fresh
BEL_245_8088_135,Low Grade Fresh
BEL_245_8088_136,High Grade Fresh
BEL_245_8088_137,Poor Grade Fresh
BEL_245_8088_138,Low Grade Fresh
BEL_245_8088_139,Low Grade Fresh
BEL_245_8088_140,Low Grade Fresh
BEL_245_8088_141,Low Grade Fresh
BEL_245_8088_226,High Grade Fresh
BEL_245_8088_227,Poor Grade Fresh
BEL_245_8088_228,Poor Grade Fresh
BEL_245_8088_229,Low Grade Fresh
BEL_245_8088_230,High Grade Fresh
BEL_245_8088_231,Poor Grade Fresh
BEL_245_8088_232,Poor Grade Fresh
BEL_245_8088_W01,Waste Fresh
BEL_245_8092_152,Low Grade Fresh
BEL_245_8092_153,Poor Grade Fresh
BEL_245_8092_247,Poor Grade Fresh
BEL_245_8092_248,Poor Grade Fresh
BEL_245_8092_W01,Waste Fresh
BEL_245_8108_104,Poor Grade Fresh
BEL_245_8108_105,Low Grade Fresh
BEL_245_8108_106,High Grade Fresh
BEL_245_8108_107,Poor Grade Fresh
BEL_245_8108_108,Low Grade Fresh
BEL_245_8108_203,Low Grade Fresh
BEL_245_8108_204,High Grade Fresh
BEL_245_8108_206,Poor Grade Fresh
BEL_245_8108_W01,Waste Fresh
BEL_245_8109_101,Low Grade Fresh
BEL_245_8109_272,Poor Grade Fresh
BEL_245_8109_273,Low Grade Fresh
BEL_245_8109_W01,Waste Fresh
BEL_245_8110_102,Low Grade Fresh
BEL_245_8110_103,Poor Grade Fresh
BEL_245_8110_201,High Grade Fresh
BEL_245_8110_202,Poor Grade Fresh
BEL_245_8110_W01,Waste Fresh
BEL_245_8111_119,Poor Grade Fresh
BEL_245_8111_215,Poor Grade Fresh
BEL_245_8111_W01,Waste Fresh
BEL_245_8112_109,Low Grade Fresh
BEL_245_8112_110,High Grade Fresh
BEL_245_8112_111,Poor Grade Fresh
BEL_245_8112_112,Low Grade Fresh
BEL_245_8112_113,High Grade Fresh
BEL_245_8112_114,High Grade Fresh
BEL_245_8112_115,Poor Grade Fresh
BEL_245_8112_207,High Grade Fresh
BEL_245_8112_208,High Grade Fresh
BEL_245_8112_209,Low Grade Fresh
BEL_245_8112_210,Poor Grade Fresh
BEL_245_8112_211,High Grade Fresh
BEL_245_8112_W01,Waste Fresh
BEL_245_8113_120,Low Grade Fresh
BEL_245_8113_121,High Grade Fresh
BEL_245_8113_122,Poor Grade Fresh
BEL_245_8113_123,Low Grade Fresh
BEL_245_8113_124,Poor Grade Fresh
BEL_245_8113_125,Low Grade Fresh
BEL_245_8113_126,Poor Grade Fresh
BEL_245_8113_127,Poor Grade Fresh
BEL_245_8113_216,High Grade Fresh
BEL_245_8113_217,Low Grade Fresh
BEL_245_8113_218,Poor Grade Fresh
BEL_245_8113_219,Low Grade Fresh
BEL_245_8113_220,Poor Grade Fresh
BEL_245_8113_W01,Waste Fresh
BEL_245_8114_128,Low Grade Fresh
BEL_245_8114_129,High Grade Fresh
BEL_245_8114_130,Poor Grade Fresh
BEL_245_8114_131,Low Grade Fresh
BEL_245_8114_132,Low Grade Fresh
BEL_245_8114_221,High Grade Fresh
BEL_245_8114_222,Low Grade Fresh
BEL_245_8114_223,Low Grade Fresh
BEL_245_8114_224,Poor Grade Fresh
BEL_245_8114_225,Low Grade Fresh
BEL_245_8114_W01,Waste Fresh
BEL_245_8115_W01,Waste Fresh
BEL_245_8116_W01,Waste Fresh
BEL_245_8117_W01,Waste Fresh
BEL_245_8118_142,High Grade Fresh
BEL_245_8118_143,Low Grade Fresh
BEL_245_8118_144,High Grade Fresh
BEL_245_8118_145,Poor Grade Fresh
BEL_245_8118_146,Poor Grade Fresh
BEL_245_8118_233,High Grade Fresh
BEL_245_8118_234,Low Grade Fresh
BEL_245_8118_235,Poor Grade Fresh
BEL_245_8118_236,High Grade Fresh
BEL_245_8118_237,Poor Grade Fresh
BEL_245_8118_259,Low Grade Fresh
BEL_245_8118_W01,Waste Fresh
BEL_245_8119_W01,Waste Fresh
BEL_245_8120_147,High Grade Fresh
BEL_245_8120_148,Low Grade Fresh
BEL_245_8120_149,Low Grade Fresh
BEL_245_8120_150,High Grade Fresh
BEL_245_8120_151,Low Grade Fresh
BEL_245_8120_238,High Grade Fresh
BEL_245_8120_239,Poor Grade Fresh
BEL_245_8120_240,Low Grade Fresh
BEL_245_8120_241,Poor Grade Fresh
BEL_245_8120_242,High Grade Fresh
BEL_245_8120_243,Poor Grade Fresh
BEL_245_8120_244,Low Grade Fresh
BEL_245_8120_245,Low Grade Fresh
BEL_245_8120_246,Poor Grade Fresh
BEL_245_8120_W01,Waste Fresh
BEL_245_8121_W01,Waste Fresh
BEL_245_8122_W01,Waste Fresh
BEL_245_8123_154,Poor Grade Fresh
BEL_245_8123_155,High Grade Fresh
BEL_245_8123_156,High Grade Fresh
BEL_245_8123_157,Low Grade Fresh
BEL_245_8123_249,High Grade Fresh
BEL_245_8123_250,Poor Grade Fresh
BEL_245_8123_251,Low Grade Fresh
BEL_245_8123_252,Poor Grade Fresh
BEL_245_8123_253,Poor Grade Fresh
BEL_245_8123_W01,Waste Fresh
BEL_245_8124_160,Low Grade Fresh
BEL_245_8124_161,High Grade Fresh
BEL_245_8124_162,Poor Grade Fresh
BEL_245_8124_260,High Grade Fresh
BEL_245_8124_261,Low Grade Fresh
BEL_245_8124_262,High Grade Fresh
BEL_245_8124_W01,Waste Fresh
BEL_245_8125_W01,Waste Fresh
BEL_245_8126_W01,Waste Fresh
BEL_245_8127_158,Low Grade Fresh
BEL_245_8127_159,Low Grade Fresh
BEL_245_8127_254,Low Grade Fresh
BEL_245_8127_255,Poor Grade Fresh
BEL_245_8127_256,Poor Grade Fresh
BEL_245_8127_257,Poor Grade Fresh
BEL_245_8127_258,Poor Grade Fresh
BEL_245_8127_W01,Waste Fresh
BEL_245_8128_259,Low Grade Fresh
BEL_245_8128_W01,Waste Fresh
BEL_245_8129_163,High Grade Fresh
BEL_245_8129_164,High Grade Fresh
BEL_245_8129_263,High Grade Fresh
BEL_245_8129_264,Poor Grade Fresh
BEL_245_8129_265,High Grade Fresh
BEL_245_8129_266,Low Grade Fresh
BEL_245_8129_W01,Waste Fresh
BEL_245_8130_165,Poor Grade Fresh
BEL_245_8130_271,Low Grade Fresh
BEL_245_8130_W01,Waste Fresh
BEL_245_8131_166,Poor Grade Fresh
BEL_245_8131_167,High Grade Fresh
BEL_245_8131_168,Low Grade Fresh
BEL_245_8131_169,High Grade Fresh
BEL_245_8131_170,Low Grade Fresh
BEL_245_8131_178,Poor Grade Fresh
BEL_245_8131_267,High Grade Fresh
BEL_245_8131_W01,Waste Fresh
BEL_245_8132_171,Poor Grade Fresh
BEL_245_8132_172,High Grade Fresh
BEL_245_8132_173,Poor Grade Fresh
BEL_245_8132_174,Low Grade Fresh
BEL_245_8132_268,High Grade Fresh
BEL_245_8132_W01,Waste Fresh
BEL_245_8133_175,Low Grade Fresh
BEL_245_8133_176,Low Grade Fresh
BEL_245_8133_177,Low Grade Fresh
BEL_245_8133_269,High Grade Fresh
BEL_245_8133_270,Low Grade Fresh
BEL_245_8133_W01,Waste Fresh
BEL_245_9999_997,Low Grade Fresh
BEL_245_9999_998,High Grade Fresh
BEL_245_9999_999,Poor Grade Fresh
BEL_250_8057_W00,Waste Fresh
BEL_250_8059_102,Low Grade Fresh
BEL_250_8059_103,High Grade Fresh
BEL_250_8059_104,Poor Grade Fresh
BEL_250_8059_105,Poor Grade Fresh
BEL_250_8059_201,Low Grade Oxide
BEL_250_8059_203,High Grade Fresh
BEL_250_8059_204,High Grade Fresh
BEL_250_8059_205,Poor Grade Fresh
BEL_250_8059_206,Low Grade Fresh
BEL_250_8059_207,High Grade Fresh
BEL_250_8059_208,Low Grade Fresh
BEL_250_8059_209,Poor Grade Fresh
BEL_250_8059_210,Low Grade Fresh
BEL_250_8059_W00,Waste Fresh
BEL_250_8059_W01,Waste Fresh
BEL_250_8063_125,Poor Grade Fresh
BEL_250_8063_126,High Grade Fresh
BEL_250_8063_127,Low Grade Fresh
BEL_250_8063_128,Poor Grade Fresh
BEL_250_8063_129,Poor Grade Fresh
BEL_250_8063_202,Low Grade Oxide
BEL_250_8063_230,Poor Grade Fresh
BEL_250_8063_231,Poor Grade Fresh
BEL_250_8063_232,High Grade Fresh
BEL_250_8063_233,Low Grade Fresh
BEL_250_8063_234,Poor Grade Fresh
BEL_250_8063_235,High Grade Fresh
BEL_250_8063_236,Low Grade Fresh
BEL_250_8063_237,Low Grade Fresh
BEL_250_8063_W00,Waste Fresh
BEL_250_8081_101,Poor Grade Fresh
BEL_250_8081_201,Poor Grade Fresh
BEL_250_8081_202,Low Grade Fresh
BEL_250_8081_W00,Waste Fresh
BEL_250_8081_W01,Waste Fresh
BEL_250_8082_106,Low Grade Fresh
BEL_250_8082_222,Low Grade Fresh
BEL_250_8082_W00,Waste Fresh
BEL_250_8082_W01,Waste Fresh
BEL_250_8083_109,Low Grade Fresh
BEL_250_8083_110,High Grade Fresh
BEL_250_8083_111,High Grade Fresh
BEL_250_8083_112,Low Grade Fresh
BEL_250_8083_113,Low Grade Fresh
BEL_250_8083_211,Low Grade Fresh
BEL_250_8083_212,High Grade Fresh
BEL_250_8083_213,High Grade Fresh
BEL_250_8083_214,High Grade Fresh
BEL_250_8083_215,Poor Grade Fresh
BEL_250_8083_216,Poor Grade Fresh
BEL_250_8083_W00,Waste Fresh
BEL_250_8083_W01,Waste Fresh
BEL_250_8084_114,High Grade Fresh
BEL_250_8084_115,Poor Grade Fresh
BEL_250_8084_116,Low Grade Fresh
BEL_250_8084_117,High Grade Fresh
BEL_250_8084_118,High Grade Fresh
BEL_250_8084_217,Low Grade Fresh
BEL_250_8084_218,Poor Grade Fresh
BEL_250_8084_219,Low Grade Fresh
BEL_250_8084_220,Poor Grade Fresh
BEL_250_8084_221,Low Grade Fresh
BEL_250_8084_W00,Waste Fresh
BEL_250_8084_W01,Waste Fresh
BEL_250_8085_107,Poor Grade Fresh
BEL_250_8085_108,Poor Grade Fresh
BEL_250_8085_223,Low Grade Fresh
BEL_250_8085_W00,Waste Fresh
BEL_250_8085_W01,Waste Fresh
BEL_250_8086_119,High Grade Fresh
BEL_250_8086_120,Low Grade Fresh
BEL_250_8086_121,High Grade Fresh
BEL_250_8086_122,Low Grade Fresh
BEL_250_8086_123,Poor Grade Fresh
BEL_250_8086_124,Low Grade Fresh
BEL_250_8086_224,High Grade Fresh
BEL_250_8086_225,Low Grade Fresh
BEL_250_8086_226,Poor Grade Fresh
BEL_250_8086_227,Poor Grade Fresh
BEL_250_8086_228,Poor Grade Fresh
BEL_250_8086_229,Low Grade Fresh
BEL_250_8086_W00,Waste Fresh
BEL_250_8087_130,Low Grade Fresh
BEL_250_8087_256,Low Grade Fresh
BEL_250_8087_W00,Waste Fresh
BEL_250_8088_139,Poor Grade Fresh
BEL_250_8088_140,High Grade Fresh
BEL_250_8088_141,Poor Grade Fresh
BEL_250_8088_142,Low Grade Fresh
BEL_250_8088_143,High Grade Fresh
BEL_250_8088_144,Poor Grade Fresh
BEL_250_8088_145,Low Grade Fresh
BEL_250_8088_146,High Grade Fresh
BEL_250_8088_238,Low Grade Fresh
BEL_250_8088_239,High Grade Fresh
BEL_250_8088_240,High Grade Fresh
BEL_250_8088_241,Low Grade Fresh
BEL_250_8088_242,Poor Grade Fresh
BEL_250_8088_243,High Grade Fresh
BEL_250_8088_244,Low Grade Fresh
BEL_250_8088_245,Poor Grade Fresh
BEL_250_8088_246,Low Grade Fresh
BEL_250_8088_247,Poor Grade Fresh
BEL_250_8088_248,Low Grade Fresh
BEL_250_8088_W00,Waste Fresh
BEL_250_8089_133,Poor Grade Fresh
BEL_250_8089_134,Low Grade Fresh
BEL_250_8089_135,High Grade Fresh
BEL_250_8089_136,Low Grade Fresh
BEL_250_8089_137,High Grade Fresh
BEL_250_8089_138,Poor Grade Fresh
BEL_250_8089_249,Poor Grade Fresh
BEL_250_8089_250,Poor Grade Fresh
BEL_250_8089_251,High Grade Fresh
BEL_250_8089_252,Poor Grade Fresh
BEL_250_8089_253,High Grade Fresh
BEL_250_8089_254,Low Grade Fresh
BEL_250_8089_255,Low Grade Fresh
BEL_250_8089_W00,Waste Fresh
BEL_250_8090_131,Poor Grade Fresh
BEL_250_8090_132,Low Grade Fresh
BEL_250_8090_W00,Waste Fresh
BEL_250_8091_147,Poor Grade Fresh
BEL_250_8091_148,Low Grade Fresh
BEL_250_8091_149,High Grade Fresh
BEL_250_8091_150,High Grade Fresh
BEL_250_8091_151,Poor Grade Fresh
BEL_250_8091_257,Poor Grade Fresh
BEL_250_8091_258,High Grade Fresh
BEL_250_8091_259,High Grade Fresh
BEL_250_8091_260,Poor Grade Fresh
BEL_250_8091_261,Low Grade Fresh
BEL_250_8091_262,Poor Grade Fresh
BEL_250_8091_W00,Waste Fresh
BEL_250_8092_152,Low Grade Fresh
BEL_250_8092_153,Poor Grade Fresh
BEL_250_8092_154,High Grade Fresh
BEL_250_8092_155,Low Grade Fresh
BEL_250_8092_156,Poor Grade Fresh
BEL_250_8092_263,Low Grade Fresh
BEL_250_8092_264,High Grade Fresh
BEL_250_8092_265,Poor Grade Fresh
BEL_250_8092_266,Low Grade Fresh
BEL_250_8092_267,Poor Grade Fresh
BEL_250_8092_W00,Waste Fresh
BEL_250_8093_W00,Waste Fresh
BEL_250_8094_157,High Grade Fresh
BEL_250_8094_158,High Grade Fresh
BEL_250_8094_159,Low Grade Fresh
BEL_250_8094_160,Poor Grade Fresh
BEL_250_8094_161,Poor Grade Fresh
BEL_250_8094_162,Poor Grade Fresh
BEL_250_8094_163,Poor Grade Fresh
BEL_250_8094_268,Low Grade Fresh
BEL_250_8094_269,Poor Grade Fresh
BEL_250_8094_270,High Grade Fresh
BEL_250_8094_271,Poor Grade Fresh
BEL_250_8094_272,High Grade Fresh
BEL_250_8094_273,Poor Grade Fresh
BEL_250_8094_274,Low Grade Fresh
BEL_250_8094_W00,Waste Fresh
BEL_250_8095_164,Poor Grade Fresh
BEL_250_8095_W00,Waste Fresh
BEL_250_8095_W01,Waste Fresh
BEL_250_8096_W00,Waste Fresh
BEL_250_8096_W01,Waste Fresh
BEL_250_8097_275,High Grade Fresh
BEL_250_8097_W00,Waste Fresh
BEL_250_8098_278,Poor Grade Fresh
BEL_250_8098_W00,Waste Fresh
BEL_250_8098_W01,Waste Fresh
BEL_250_8099_168,Low Grade Fresh
BEL_250_8099_279,Poor Grade Fresh
BEL_250_8099_280,Low Grade Fresh
BEL_250_8099_W00,Waste Fresh
BEL_250_8099_W01,Waste Fresh
BEL_250_8100_W00,Waste Fresh
BEL_250_8100_W01,Waste Fresh
BEL_250_8101_W00,Waste Fresh
BEL_250_8101_W01,Waste Fresh
BEL_250_8102_W00,Waste Fresh
BEL_250_8102_W01,Waste Fresh
BEL_250_8103_W00,Waste Fresh
BEL_250_8103_W01,Waste Fresh
BEL_250_8104_W00,Waste Fresh
BEL_250_8104_W01,Waste Fresh
BEL_250_8105_W00,Waste Fresh
BEL_250_8106_W00,Waste Fresh
BEL_250_8107_165,Low Grade Fresh
BEL_250_8107_166,Poor Grade Fresh
BEL_250_8107_167,Poor Grade Fresh
BEL_250_8107_276,Low Grade Fresh
BEL_250_8107_277,High Grade Fresh
BEL_250_8107_278,Poor Grade Fresh
BEL_250_8107_W00,Waste Fresh
BEL_250_8107_W01,Waste Fresh
BEL_250_8156_W01,Waste Fresh
BEL_250_8157_W01,Waste Fresh
BEL_250_8158_W01,Waste Fresh
BEL_250_8159_W01,Waste Fresh
BEL_250_8160_W01,Waste Fresh
BEL_250_8161_W01,Waste Fresh
BEL_250_8162_W01,Waste Fresh
BEL_250_9095_W00,Waste Fresh
BEL_250_9999_997,Waste Fresh
BEL_250_9999_998,Waste Fresh
BEL_250_9999_999,Waste Fresh
BEL_255_8001_W00,Waste Oxide
BEL_255_8031_110,Low Grade Oxide
BEL_255_8031_111,Poor Grade Oxide
BEL_255_8031_214,High Grade Oxide
